# AP's MAC (anonymized); channels; BSSIDs (anonymized); ESSIDs (anonymized); 802.11n; 802.11ac; 802.11ax; 802.11be; Manufacturers
1;2452|2457|2462|2462|5180;;;1;1;0;0;4;MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.
2;5180;;;1;1;0;0;5;
3;2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
4;5220;;;1;1;1;0;6;
5;5180;;;1;1;0;0;5;
6;5745;;;1;1;0;0;5;
7;2412|2417;;;1;1;0;0;5;Samsung Electronics Co.,Ltd|Qualcomm Inc.|MICROSOFT CORP.
8;2452|2457|2462;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
9;2457|2462|2467;;;1;0;0;0;4;MediaTek Inc.|MICROSOFT CORP.|MediaTek Inc.
10;2457|2462|2467;;;1;0;0;0;4;MediaTek Inc.|MICROSOFT CORP.|MediaTek Inc.
11;5260;;;1;1;0;0;5;
12;5500;;;1;1;0;0;5;
13;5200;;;1;1;1;0;6;
14;5745;;;1;1;0;0;5;
15;2437|2452|2457|2462;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
16;5180;;;1;1;0;0;5;
17;2442|2447|2452;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
18;2412|2417|2417;;;1;0;0;0;4;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
19;5180|5180;;;1;1;0;0;5;Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
20;5765;;;1;1;0;0;5;
21;5745;;;1;1;0;0;5;
22;2437;;;1;0;0;0;4;
23;5745;;;1;1;0;0;5;
24;2427|2432|2437;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
25;2437|2432|2442;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
26;5745|5745;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
27;2437|2432|2442;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
28;5500|5500;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
29;2437|2437|2432|2442;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
30;5805|5805;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
31;5805;;;1;1;1;0;6;
32;2417|2422|2427;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
33;2437;;;1;0;0;0;4;
34;2457|2462;;;1;0;0;0;4;
35;5180;;;1;1;0;0;5;
36;5200;;;1;1;0;0;5;
37;5240;;;1;1;0;0;5;
38;2457|2462;;;1;0;0;0;4;REALTEK SEMICONDUCTOR CORP.|Epigram, Inc.|MICROSOFT CORP.|MICROSOFT CORP.
39;5220;;;1;1;1;0;6;
40;5220;;;1;1;1;0;6;
41;5220;;;1;1;0;0;5;
42;2412|2417|5500;;;1;1;0;0;4;MICROSOFT CORP.|Atheros Communications, Inc.|MICROSOFT CORP.
43;5745;;;1;1;0;0;5;
44;2457|2462|2467;;;1;1;0;0;5;MICROSOFT CORP.|Samsung Electronics Co.,Ltd|Qualcomm Inc.|MICROSOFT CORP.
45;5220;;;1;1;1;0;6;
46;2462|2457;;;1;0;0;0;4;MICROSOFT CORP.|Epigram, Inc.|MICROSOFT CORP.
47;2462;;;1;0;0;0;4;
48;5745;;;1;1;0;0;5;
49;2457;;;1;0;0;0;4;
50;2457|2462;;;1;0;0;0;4;MICROSOFT CORP.
51;2437;;;1;0;0;0;4;
52;2412;;;1;0;0;0;4;
53;5220;;;1;1;1;0;6;
54;2457|2462|2467;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
55;5745;;;1;1;0;0;5;
56;5220;;;1;1;1;0;6;
57;2432|2437|2442;;;1;0;0;0;4;MICROSOFT CORP.|Samsung Electronics Co.,Ltd|MICROSOFT CORP.
58;2437;;;1;1;0;0;5;
59;5540;;;1;1;0;0;5;
60;2412|2412|2417;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
61;5180|5180;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
62;5220;;;1;1;1;0;6;
63;2457;;;1;0;0;0;4;
64;2412|2417;;;1;1;0;0;5;MICROSOFT CORP.
65;5220;;;1;1;1;0;6;
66;5745;;;1;1;0;0;5;
67;5220;;;1;1;1;0;6;
68;2432|2437|2442;;;1;0;0;0;4;MICROSOFT CORP.|Samsung Electronics Co.,Ltd|MICROSOFT CORP.
69;2412|2417;;;1;0;0;0;4;Samsung Electronics Co.,Ltd|MICROSOFT CORP.
70;2412|2412|2417;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
71;5200|5200;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
72;2412|2412|2417;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
73;5500|5500;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
74;2437|2437;;;1;0;0;0;4;MICROSOFT CORP.|Aruba, a Hewlett Packard Enterprise Company|MICROSOFT CORP.
75;2437|2432;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
76;5520|5520;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
77;2437;;;1;0;0;0;4;
78;2412;;;1;0;0;0;4;
79;2412;;;1;0;0;0;4;
80;5220;;;1;1;1;0;6;
81;2462|2467;;;1;0;0;0;4;
82;2412|2417;;;1;0;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
83;5200|5300|5300;;;1;1;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
84;5300|5500|5500;;;1;1;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
85;2432|2437|2442;;;1;0;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
86;5600|5600;;;1;1;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
87;5260|5260;;;1;1;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
88;2457|2462|2467;;;1;0;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
89;5300|5805|5805;;;1;1;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
90;2442|2447|2452;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
91;5745;;;1;1;1;0;6;
92;2462;;;1;0;0;0;4;
93;2452|2457|2462;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
94;5220|5220;;;1;1;1;0;6;Qualcomm Inc.|MICROSOFT CORP.|Qualcomm Inc.
95;2462;;;1;0;1;0;6;
96;5300;;;1;1;1;0;6;
97;2437;;;1;1;0;0;5;
98;2412|2417;;;1;1;0;0;5;Samsung Electronics Co.,Ltd|Qualcomm Inc.|MICROSOFT CORP.
99;2432|2437|2442;;;1;0;0;0;4;MICROSOFT CORP.|Samsung Electronics Co.,Ltd|MICROSOFT CORP.
100;5220;;;1;1;1;0;6;
101;2462|2457|2467;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
102;5540|5540;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
103;2432|2437;;;1;0;1;0;6;Broadcom|Apple, Inc.|Apple, Inc.
104;5765;;;1;1;1;0;6;
105;2452|2457|2462;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
106;2442;;;1;0;0;0;4;
107;2432|2437|2442;;;1;0;0;0;4;Broadcom|Apple, Inc.|Apple, Inc.
108;2412|2412;;;1;0;1;0;6;Qualcomm Inc.|MICROSOFT CORP.
109;5180;;;1;1;0;0;5;
110;2412|5260;;;1;1;0;0;4;Broadcom|MICROSOFT CORP.
111;2437|2442;;;1;0;0;0;4;MICROSOFT CORP.
112;2462;;;1;0;0;0;4;
113;2462;;;1;0;0;0;4;
114;5220;;;1;1;1;0;6;
115;5220;;;1;1;1;0;6;
116;5180;;;1;1;0;0;5;
117;2452;;;1;1;1;0;6;
118;5220;;;1;1;1;0;6;
119;2412;;;1;1;1;0;6;
120;2412|2417|2422;;;1;0;0;0;4;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
121;2462|2462;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
122;5180|5180;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
123;2412|2417;;;1;0;0;0;4;Epigram, Inc.|MICROSOFT CORP.|Routerboard.com
124;2432|2437|2442;;;1;1;0;0;5;MICROSOFT CORP.|MICROSOFT CORP.
125;5220;;;1;1;1;0;6;
126;2437;;;1;0;0;0;4;
127;5220;;;1;1;1;0;6;
128;2432|2437;;;1;0;0;0;4;MICROSOFT CORP.
129;2412|2412;;;1;0;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
130;5260|5260;;;1;1;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
131;2462|2457|2467;;;1;0;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
132;5680|5680;;;1;1;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
133;2437|2432|2442|2442;;;1;0;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
134;5825|5825;;;1;1;1;0;6;MICROSOFT CORP.|MICROSOFT CORP.
135;5220;;;1;1;1;0;6;
136;5220|5220;;;1;1;1;0;6;Broadcom|Epigram, Inc.|Apple, Inc.|Apple, Inc.
137;2452|2457|2462;;;1;0;0;0;4;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
138;2462;;;1;0;0;0;4;
139;2437|2442;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
140;2462|2457;;;1;0;1;0;6;MICROSOFT CORP.|Qualcomm Inc.|MICROSOFT CORP.
141;5220|5220;;;1;1;1;0;6;MICROSOFT CORP.|Qualcomm Inc.|MICROSOFT CORP.
142;2437|2437;;;1;0;1;0;6;MICROSOFT CORP.|Aruba, a Hewlett Packard Enterprise Company|Qualcomm Inc.|MICROSOFT CORP.
143;5320|5320;;;1;1;1;0;6;MICROSOFT CORP.|Aruba, a Hewlett Packard Enterprise Company|Qualcomm Inc.|MICROSOFT CORP.
144;2462;;;1;0;0;0;4;
145;2412;;;1;0;0;0;4;
146;2437;;;1;0;0;0;4;
147;2412;;;1;1;0;0;5;
148;2412|2417|5540|5540;;;1;1;0;0;4;Epigram, Inc.|MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
149;2462|2467|2467;;;1;0;0;0;4;Broadcom|MICROSOFT CORP.
150;2412|2417;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom
151;2412|2417|2422;;;1;0;0;0;4;MICROSOFT CORP.|Atheros Communications, Inc.|MICROSOFT CORP.
152;2437|2437|2442;;;1;0;0;0;4;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
153;5180|5180;;;1;0;0;0;4;
154;2432|2437|2442;;;0;0;0;0;<4;
155;5220|5220;;;1;1;0;0;5;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
156;5200|5200;;;1;1;0;0;5;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
157;2437|2437;;;1;1;0;0;5;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
158;2432|2437|2442|2442;;;1;1;1;0;6;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
159;2437|2442;;;1;0;0;0;4;Apple, Inc.|Apple, Inc.|MICROSOFT CORP.
160;5220;;;1;0;0;0;4;
161;2462|2467|2472;;;1;0;0;0;4;
162;2437|2442;;;1;1;1;0;6;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
163;2432|2437|2442;;;1;1;1;0;6;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
164;2437|2442;;;1;1;1;0;6;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
165;5240;;;1;1;1;0;6;
166;5240;;;1;1;1;0;6;
167;5240;;;1;1;1;0;6;
168;5240;;;1;1;1;0;6;
169;5240;;;1;1;1;0;6;
170;2412|2412;;;1;0;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Systems, Inc
171;5180|5180;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Systems, Inc
172;2437;;;1;0;1;0;6;
173;2412|2412|5700|5700;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Systems, Inc
174;2462|2462|5260|5260;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Systems, Inc
175;2437|2437;;;1;0;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Systems, Inc
176;2462|2467;;;1;0;0;0;4;
177;2437;;;1;0;0;0;4;
178;5180|5180;;;1;1;0;0;5;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
179;2457|2462|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
180;5220|5220;;;1;1;0;0;5;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
181;2417|2422|2427;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
182;2432;;;1;0;0;0;4;
183;2457|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
184;5180;;;1;1;0;0;5;
185;2417|2422|2427|2432;;;1;0;0;0;4;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
186;2422|2427|2432;;;1;0;0;0;4;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
187;2417|2422|2427|5320;;;1;1;0;0;4;MARVELL SEMICONDUCTOR, INC.|Epigram, Inc.|MICROSOFT CORP.|MICROSOFT CORP.
188;2437;;;1;0;0;0;4;
189;2452;;;0;0;0;0;<4;
190;2437;;;1;0;0;0;4;
191;2412;;;1;0;0;0;4;
192;2452|5180|5180;;;1;1;0;0;5;HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.|MICROSOFT CORP.
193;2432|2437|2442;;;1;1;0;0;5;MICROSOFT CORP.|Qualcomm Inc.|MICROSOFT CORP.
194;2412|2412;;;1;1;0;0;5;Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
195;2437|2437;;;1;1;0;0;5;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
196;2442|5540;;;1;1;0;0;4;MICROSOFT CORP.|Broadcom|Epigram, Inc.|MICROSOFT CORP.
197;2437|2432|2442;;;1;0;0;0;4;MICROSOFT CORP.|Atheros Communications, Inc.|MICROSOFT CORP.
198;2437;;;1;0;0;0;4;
199;5200|2457;;;1;1;0;0;5;MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
200;2452|2457|2462;;;1;0;0;0;4;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
201;2437;;;1;0;0;0;4;
202;2462;;;1;1;0;0;5;
203;2427|2432|2437|5320;;;1;1;0;0;4;Ralink Technology, Corp.|MICROSOFT CORP.|MICROSOFT CORP.
204;2452|2457;;;1;0;0;0;4;MICROSOFT CORP.
205;2412|2417;;;1;0;0;0;4;Broadcom
206;2437|2442|2447;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
207;2457;;;1;0;0;0;4;
208;2412|2412;;;1;0;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Systems, Inc
209;2457|2462|2467|5540|5540;;;1;1;0;0;4;Epigram, Inc.|MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
210;2412|2417;;;1;0;0;0;4;MICROSOFT CORP.
211;2437;;;1;0;0;0;4;
212;2437|2442|2432|5500|5500;;;1;1;0;0;5;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
213;2422;;;1;0;0;0;4;
214;2427;;;1;0;0;0;4;
215;2457|2457|2462;;;1;0;0;0;4;HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.|MICROSOFT CORP.
216;5260|5260;;;1;1;0;0;5;Epigram, Inc.|MICROSOFT CORP.|Broadcom|Epigram, Inc.
217;2412|2417|5500|5500;;;1;1;0;0;4;Epigram, Inc.|MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
218;5560|5560;;;1;1;0;0;5;Epigram, Inc.|MICROSOFT CORP.|Broadcom|Epigram, Inc.
219;2442|2447|2452|2452;;;1;0;0;0;4;MICROSOFT CORP.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.
220;5300;;;1;1;1;1;7;
221;2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|MICROSOFT CORP.
222;2462|2462|2467|2457;;;1;0;0;0;4;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
223;5200|5200;;;1;1;0;0;5;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
224;2412;;;1;0;0;0;4;
225;5745;;;1;1;0;0;5;
226;2457|2462;;;1;0;0;0;4;MICROSOFT CORP.|Broadcom
227;2457|2462|2467|5520;;;1;1;0;0;5;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
228;2462|2462;;;1;1;0;0;5;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
229;5260|5260;;;1;1;0;0;5;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
230;5220|5220;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
231;2412|2412;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
232;2437|2437;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
233;2437;;;1;0;0;0;4;
234;2432|2437|2442;;;1;0;1;0;6;Broadcom|Apple, Inc.|Apple, Inc.
235;2462|5700;;;1;1;0;0;4;Cisco Systems, Inc|MICROSOFT CORP.
236;2437;;;1;0;0;0;4;
237;2412|2417|2417;;;1;0;0;0;4;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
238;5785|5785;;;1;1;0;0;5;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
239;2467|2472|5200;;;1;1;0;0;5;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
240;2457|2462|2467|5200;;;1;1;0;0;5;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
241;2417|2422|2427|5240;;;1;1;0;0;5;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
242;2412|2417|2422|2427|5240;;;1;1;0;0;5;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
243;5180;;;1;1;0;0;5;
244;2467|2472|5180;;;1;1;0;0;5;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
245;2412|2417|5180;;;1;1;0;0;5;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
246;2457|2462|2467|5220;;;1;1;0;0;5;MICROSOFT CORP.|MediaTek Inc.|Ralink Technology, Corp.|MICROSOFT CORP.
247;2467|2472|5200;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
248;2457|2462|5200;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
249;2417|2422|2427|2432|5240;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
250;2412|2417|2422|5240;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
251;5180;;;1;1;0;0;5;
252;2467|2472|5180;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
253;2412|2417|5180;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
254;2457|2462|2467|5220;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
255;2467|2472|5200;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
256;2457|2462|2467|5200;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
257;2417|2422|2427|2432|5240;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
258;2412|2417|2422|2427|5240;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
259;2437|5180;;;1;1;0;0;5;Ralink Technology, Corp.|MICROSOFT CORP.
260;2467|2472|5180;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
261;2412|2417|5180;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
262;2462|2467|5220;;;1;1;0;0;5;MICROSOFT CORP.|Ralink Technology, Corp.|MICROSOFT CORP.
263;5180|5180;;;1;1;0;0;5;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Meraki|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
264;2462|2462;;;1;1;0;0;5;Cisco Systems, Inc|MICROSOFT CORP.|Cisco Meraki|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
265;2437|2437;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
266;2412|2412;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
267;5300|5300;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
268;5540|5540;;;1;1;1;0;6;MICROSOFT CORP.|Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.
269;2457|2462|2467|5500;;;1;1;1;0;6;Qualcomm Inc.|HUAWEI TECHNOLOGIES CO.,LTD|MICROSOFT CORP.|Qualcomm Inc.
270;2462|2467;;;0;0;0;0;<4;Sonos, Inc.
271;5220|5220;;;1;1;0;0;5;Cisco Systems, Inc|Cisco Meraki|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
272;2457;;;1;0;0;0;4;
273;5500;;;1;1;1;0;6;
274;2437|5560;;;1;1;1;0;6;Broadcom|Epigram, Inc.|MICROSOFT CORP.
275;2462|2457|2467;;;1;0;0;0;4;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
276;2462|2462;;;1;0;0;0;4;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
277;2462|2457;;;1;0;0;0;4;MICROSOFT CORP.|Atheros Communications, Inc.|MICROSOFT CORP.
278;2437|2437|2442;;;1;0;0;0;4;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
279;2462|2457|2467;;;1;0;0;0;4;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
280;5240|5240;;;1;1;0;0;5;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
281;5240|5240;;;1;1;0;0;5;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
282;2432|2437|2442|5300;;;1;1;1;0;6;MICROSOFT CORP.|Broadcom|Epigram, Inc.|MICROSOFT CORP.
283;2462|2462|2467;;;1;0;0;0;4;MICROSOFT CORP.|Atheros Communications, Inc.|MICROSOFT CORP.
284;2437|5540;;;1;1;0;0;5;Qualcomm Inc.|MICROSOFT CORP.|Qualcomm Inc.
285;2432|2437|2442|5300;;;1;1;1;0;6;Epigram, Inc.|Broadcom|Epigram, Inc.
286;5540|5540;;;1;1;0;0;5;Qualcomm Inc.|MICROSOFT CORP.|Qualcomm Inc.
287;2462|2457|2467;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.|MICROSOFT CORP.
288;2412|2412|2417;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.|MICROSOFT CORP.
289;5540|5540;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.|MICROSOFT CORP.
290;5260|5260;;;1;1;1;0;6;Cisco Systems, Inc|Cisco Meraki|MICROSOFT CORP.|MICROSOFT CORP.
291;2432;;;1;0;0;0;4;
292;5240;;;1;1;0;0;5;
293;5240;;;1;1;0;0;5;
294;2437|2437;;;1;0;0;0;4;MICROSOFT CORP.|Qualcomm Inc.|Atheros Communications, Inc.|MICROSOFT CORP.
295;2437;;;1;0;0;0;4;
296;5540;;;1;1;0;0;5;
297;2412|2412;;;1;0;0;0;4;Aruba, a Hewlett Packard Enterprise Company|Aruba, a Hewlett Packard Enterprise Company
298;5640|5640;;;1;1;0;0;5;Aruba, a Hewlett Packard Enterprise Company|Aruba, a Hewlett Packard Enterprise Company
299;2462|2457|2457|2467;;;1;0;0;0;4;Aruba, a Hewlett Packard Enterprise Company|Aruba, a Hewlett Packard Enterprise Company
300;5580|5580;;;1;1;0;0;5;Aruba, a Hewlett Packard Enterprise Company|Aruba, a Hewlett Packard Enterprise Company
301;2457|2462|2467|2467;;;1;0;0;0;4;Aruba, a Hewlett Packard Enterprise Company|Aruba, a Hewlett Packard Enterprise Company
302;5280|5280;;;1;1;0;0;5;Aruba, a Hewlett Packard Enterprise Company|Aruba, a Hewlett Packard Enterprise Company
303;2462|2462;;;1;0;0;0;4;Aruba, a Hewlett Packard Enterprise Company
304;5500|5500;;;1;1;0;0;5;Aruba, a Hewlett Packard Enterprise Company|Aruba, a Hewlett Packard Enterprise Company
305;2412;;;1;0;0;0;4;
306;2412;;;1;0;0;0;4;
307;2457|2462|2467;;;1;1;1;0;6;MICROSOFT CORP.|Qualcomm Inc.|MICROSOFT CORP.
308;2462;;;1;0;1;0;6;
309;5520|2437;;;1;1;0;0;5;MICROSOFT CORP.|Broadcom|Epigram, Inc.|Broadcom
310;2457|2462|2467|5540|5540;;;1;1;0;0;4;Epigram, Inc.|MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
311;2462|2462;;;1;0;0;0;4;Broadcom
312;2412|2417|5500|5500;;;1;1;0;0;4;Epigram, Inc.|MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
313;2457|2462|2467|5540|5540;;;1;1;0;0;4;Epigram, Inc.|MICROSOFT CORP.|Broadcom|MICROSOFT CORP.
314;2412|5500|5500;;;1;1;0;0;4;MICROSOFT CORP.|Broadcom|Epigram, Inc.|MICROSOFT CORP.
315;2437;;;1;0;0;0;4;
316;2462;;;1;0;0;0;4;
317;2462;;;1;0;0;0;4;
